timestamp,s1-eth1,s1-eth3,s3-eth2,s13-eth2,s7-eth1,s7-eth2,s5-eth1,s6-eth2,s6-eth3,s6-eth4,s6-eth5,s8-eth4,s8-eth5,s8-eth6,s9-eth3,s11-eth4,s2-eth3,s4-eth5,s4-eth6,s4-eth7,s11-eth5,s12-eth3
2025-07-16 13:59:18,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2025-07-16 13:59:19,0.0000,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0011,0.0007,0.0011,0.0004,0.0004,0.0019,0.0004,0.0004,0.0000,0.0004,0.0004,0.0024,0.0011,0.0016
2025-07-16 13:59:20,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0010,0.0028,0.0013,0.0004,0.0004,0.0011,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0011,0.0007
2025-07-16 13:59:21,0.0004,0.0000,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0014,0.0000,0.0011,0.0004,0.0004,0.0021,0.0004,0.0004,0.0004,0.0000,0.0000,0.0000,0.0007,0.0011
2025-07-16 13:59:22,0.0004,0.0004,0.0000,0.0006,0.0004,0.0000,0.0004,0.0000,0.0011,0.0004,0.0007,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0026,0.0018
2025-07-16 13:59:23,0.0000,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0011,0.0004,0.0004,0.0004,0.0010,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
2025-07-16 13:59:23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,h1-h6
2025-07-16 13:59:24,8.1894,0.0018,0.0004,0.0013,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0010,0.0004,0.0004,0.0004,8.1890,0.0004,0.0004,8.1894,0.0004,0.0013
2025-07-16 13:59:25,8.2741,0.0000,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0009,0.0004,0.0004,0.0004,8.2499,0.0000,0.0000,8.2616,0.0004,0.0004
2025-07-16 13:59:26,8.2499,0.0004,0.0004,0.0000,0.0000,0.0004,0.0004,0.0004,0.0010,0.0004,0.0004,0.0004,0.0004,0.0000,0.0004,0.0004,8.2741,0.0004,0.0004,8.2620,0.0004,0.0004
2025-07-16 13:59:27,8.2616,0.0004,0.0000,0.0004,0.0004,0.0004,0.0000,0.0004,0.0004,0.0004,0.0004,0.0000,0.0004,0.0004,0.0000,0.0004,8.2620,0.0004,0.0004,8.2620,0.0004,0.0004
2025-07-16 13:59:28,8.2499,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0013,0.0004,8.2737,0.0004,0.0004,8.2741,0.0004,0.0004
2025-07-16 13:59:29,8.2741,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0013,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0013,8.2499,0.0000,0.0004,8.2499,0.0004,0.0004
2025-07-16 13:59:30,8.2015,0.0000,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0000,0.0000,0.0000,0.0010,0.0004,0.0004,0.0004,0.0010,8.2015,0.0004,0.0000,8.2011,0.0004,0.0004
2025-07-16 13:59:31,8.3346,0.0004,0.0000,0.0000,0.0004,0.0000,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,8.3346,0.0004,0.0004,8.3346,0.0004,0.0004
2025-07-16 13:59:32,8.2616,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0000,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,8.2625,0.0004,0.0004,8.2620,0.0004,0.0004
2025-07-16 13:59:33,8.2620,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,8.2616,0.0004,0.0004,8.2620,0.0004,0.0004
2025-07-16 13:59:34,8.2620,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,8.2620,0.0000,0.0000,8.2616,0.0004,0.0004
2025-07-16 13:59:35,8.2741,0.0000,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0000,0.0004,0.0004,0.0004,8.2499,0.0004,0.0004,8.2499,0.0004,0.0004
2025-07-16 13:59:36,8.2625,0.0004,0.0004,0.0000,0.0004,0.0004,0.0010,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,8.2862,0.0004,0.0004,8.2862,0.0004,0.0004
2025-07-16 13:59:37,8.2616,0.0004,0.0000,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0000,0.0004,0.0004,8.2620,0.0004,0.0004,8.2620,0.0004,0.0004
