Time,Transfer(MBytes),Bandwidth(Mbits/sec),Packet_Lost,Total_Packets,Min_Latency(ms),Max_Latency(ms),Avg_Latency(ms)
0.0000,1.9400,3.2600,1091,2475,14.0390,485.8170,346.1780
5.0000,2.0000,3.3500,1237,2663,376.7760,442.1190,403.7660
10.0000,3.2600,5.4600,416,2738,294.6970,460.2480,332.4960
15.0000,0.1455,0.2450,0,104,296.3500,304.5350,304.3170
20.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
25.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
30.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
35.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
40.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
45.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
50.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
55.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
60.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
65.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
70.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
75.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
80.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
85.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
90.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
95.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
100.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
105.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
110.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
115.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
120.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
125.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
130.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
135.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
140.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
145.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
150.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
155.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
160.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
165.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
170.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
175.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
180.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
185.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
190.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
195.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
200.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
205.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
210.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
215.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
220.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
225.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
230.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
235.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
240.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
245.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
250.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
255.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
260.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
265.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
270.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
275.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
280.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
285.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
290.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
295.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
300.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
305.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
310.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
315.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
320.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
325.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
330.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
335.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
340.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
345.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
350.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
