Time,Transfer(MBytes),Bandwidth(Mbits/sec),Packet_Lost,Total_Packets,Min_Latency(ms),Max_Latency(ms),Avg_Latency(ms)
215.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
220.0000,0.0014,0.0024,12094,12095,148.1610,148.1610,148.1610
225.0000,0.0084,0.0141,0,3,148.1610,191.0650,201.4640
230.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
235.0000,0.0014,0.0024,12151,12152,100.0290,100.0290,100.0290
240.0000,0.0154,0.0259,0,5,100.0290,145.7860,140.8650
245.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
250.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
255.0000,0.0225,0.0376,12139,12155,82.7750,141.8440,124.0430
260.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
265.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
270.0000,0.0141,0.0235,12172,12182,15.3450,140.7490,51.9810
275.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
280.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
285.0000,0.0168,0.0282,12003,12015,50.6470,226.4170,205.2300
290.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
295.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
300.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
305.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
310.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
315.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
320.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
325.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
330.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
335.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
340.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
345.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
350.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
355.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
360.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
365.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
370.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
375.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
380.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
385.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
390.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
395.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
400.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
405.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
410.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
415.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
420.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
425.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
430.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
435.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
440.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
445.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
450.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
455.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
460.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
465.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
470.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
475.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
480.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
485.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
490.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
495.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
500.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
505.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
510.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
515.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
520.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
525.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000
